"datasetId","measurementId","measurementType","referencingId","sourceDoi","sourceId","timeRelative","timeUnit","timeAbsolute","parameter","inheritId","parameterDescription","parameterDataType","parameterText","parameterStatistics","parameterNumeric","parameterNumericOperator","parameterUnit","parameterUncertaintyType","parameterUncertaintyLower","parameterUncertaintyUpper","parameterUncertaintyUnit","ownerGroup","protocolId","instrumentId","X","X.1"
"10.1093/toxsci/kfp247",10,"Material",9,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",11,"Property",10,"",NA,NA,"",NA,"Purity",NA,"Reported by Experimenter","Numeric","","mean","99.1","=","percent","","","","","[]","[""320""]","[""122""]",NA,NA
"10.1093/toxsci/kfp247",12,"Property",10,"",NA,NA,"",NA,"Specific Surface Area",NA,"Reported by Experimenter","Numeric","","mean","257","=","square meter per gram","","","","","[]","[""320""]","[""123""]",NA,NA
"10.1093/toxsci/kfp247",13,"Property",10,"",NA,NA,"",NA,"Density",NA,"Reported by Experimenter","Numeric","","mean","0.11","=","gram per centimeter cube","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",14,"Instance",9,"",NA,8,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",15,"Material",14,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",16,"Property",15,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","0","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",17,"Medium",14,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",18,"Property",17,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",19,"Property",17,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","HsdCpb:WU ","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",20,"Property",17,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Female","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",21,"Property",17,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",22,"Property",17,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",23,"Property",17,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","inhalation","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",24,"Property",17,"",NA,NA,"",NA,"Exposure time",NA,"Reported by Experimenter","Numeric","","","6","=","hour per day","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",25,"Medium",14,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",26,"Property",25,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","0","=","percent","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",27,"Property",25,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","","4000000","=","dimensionless","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",28,"Property",25,"",NA,NA,"",NA,"Lactate Dehydrogenase measurement",NA,"Reported by Experimenter","Numeric","","","100","=","percent","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",29,"Property",25,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","100","=","percent","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",30,"Property",25,"",NA,NA,"",NA,"protein measurement",NA,"Reported by Experimenter","Numeric","","","100","=","percent","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",31,"Instance",9,"",NA,8,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",32,"Material",31,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",33,"Property",32,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","0.1","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",34,"Medium",31,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",35,"Property",34,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",36,"Property",34,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","HsdCpb:WU ","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",37,"Property",34,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Female","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",38,"Property",34,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",39,"Property",34,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",40,"Property",34,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","inhalation","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",41,"Property",34,"",NA,NA,"",NA,"Exposure time",NA,"Reported by Experimenter","Numeric","","","6","=","hour per day","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",42,"Medium",31,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",43,"Property",42,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","1","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",44,"Property",42,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","","4000000","=","dimensionless","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",45,"Property",42,"",NA,NA,"",NA,"Lactate Dehydrogenase measurement",NA,"Reported by Experimenter","Numeric","","","120","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",46,"Property",42,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","180","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",47,"Property",42,"",NA,NA,"",NA,"protein measurement",NA,"Reported by Experimenter","Numeric","","","120","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",48,"Instance",9,"",NA,8,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",49,"Material",48,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",50,"Property",49,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","0.4","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",51,"Medium",48,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",52,"Property",51,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",53,"Property",51,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","HsdCpb:WU ","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",54,"Property",51,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Female","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",55,"Property",51,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",56,"Property",51,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",57,"Property",51,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","inhalation","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",58,"Property",51,"",NA,NA,"",NA,"Exposure time",NA,"Reported by Experimenter","Numeric","","","6","=","hour per day","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",59,"Medium",48,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",60,"Property",59,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","7","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",61,"Property",59,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","","4000000","=","dimensionless","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",62,"Property",59,"",NA,NA,"",NA,"Lactate Dehydrogenase measurement",NA,"Reported by Experimenter","Numeric","","","170","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",63,"Property",59,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","260","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",64,"Property",59,"",NA,NA,"",NA,"protein measurement",NA,"Reported by Experimenter","Numeric","","","150","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",65,"Instance",9,"",NA,8,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",66,"Material",65,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",67,"Property",66,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","1.5","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",68,"Medium",65,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",69,"Property",68,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",70,"Property",68,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","HsdCpb:WU ","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",71,"Property",68,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Female","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",72,"Property",68,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",73,"Property",68,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",74,"Property",68,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","inhalation","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",75,"Property",68,"",NA,NA,"",NA,"Exposure time",NA,"Reported by Experimenter","Numeric","","","6","=","hour per day","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",76,"Medium",65,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",77,"Property",76,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","14","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",78,"Property",76,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","","11000000","=","dimensionless","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",79,"Property",76,"",NA,NA,"",NA,"Lactate Dehydrogenase measurement",NA,"Reported by Experimenter","Numeric","","","330","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",80,"Property",76,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","560","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",81,"Property",76,"",NA,NA,"",NA,"protein measurement",NA,"Reported by Experimenter","Numeric","","","220","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",82,"Instance",9,"",NA,8,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",83,"Material",82,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",84,"Property",83,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","6","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",85,"Medium",82,"",NA,NA,"",NA,"Class",NA,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",86,"Property",85,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text ","Rattus norvegicus","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",87,"Property",85,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text ","HsdCpb:WU ","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",88,"Property",85,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text ","Female","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",89,"Property",85,"",NA,NA,"",NA,"Age",NA,"Reported by Experimenter","Text ","Male","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",90,"Property",85,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text ","In vivo","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",91,"Property",85,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text ","inhalation","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",92,"Property",85,"",NA,NA,"",NA,"Exposure time",NA,"Reported by Experimenter","Numeric","","","6","=","hour per day","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",93,"Medium",82,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",94,"Property",93,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","29","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",95,"Property",93,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","","22000000","=","dimensionless","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",96,"Property",93,"",NA,NA,"",NA,"Lactate Dehydrogenase measurement",NA,"Reported by Experimenter","Numeric","","","770","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",97,"Property",93,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","1300","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",98,"Property",93,"",NA,NA,"",NA,"protein measurement",NA,"Reported by Experimenter","Numeric","","","430","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",99,"Instance",14,"",NA,5,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",100,"Material",99,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",101,"Property",100,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","0","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",102,"Medium",99,"",NA,NA,"",NA,"Class",17,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",103,"Medium",99,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",104,"Property",103,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","0","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",105,"Property",103,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","","6000000","=","dimensionless","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",106,"Property",103,"",NA,NA,"",NA,"Lactate Dehydrogenase measurement",NA,"Reported by Experimenter","Numeric","","","100","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",107,"Property",103,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","100","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",108,"Property",103,"",NA,NA,"",NA,"protein measurement",NA,"Reported by Experimenter","Numeric","","","100","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",109,"Instance",31,"",NA,5,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",110,"Material",109,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",111,"Property",110,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","0.1","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",112,"Medium",109,"",NA,NA,"",NA,"Class",34,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",113,"Medium",109,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",114,"Property",113,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","5","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",115,"Property",113,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","","3000000","=","dimensionless","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",116,"Property",113,"",NA,NA,"",NA,"Lactate Dehydrogenase measurement",NA,"Reported by Experimenter","Numeric","","","130","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",117,"Property",113,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","180","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",118,"Property",113,"",NA,NA,"",NA,"protein measurement",NA,"Reported by Experimenter","Numeric","","","140","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",119,"Instance",48,"",NA,5,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",120,"Material",119,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",121,"Property",120,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","0.4","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",122,"Medium",119,"",NA,NA,"",NA,"Class",51,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",123,"Medium",119,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",124,"Property",123,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","11","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",125,"Property",123,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","","6000000","=","dimensionless","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",126,"Property",123,"",NA,NA,"",NA,"Lactate Dehydrogenase measurement",NA,"Reported by Experimenter","Numeric","","","270","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",127,"Property",123,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","390","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",128,"Property",123,"",NA,NA,"",NA,"protein measurement",NA,"Reported by Experimenter","Numeric","","","220","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",129,"Instance",65,"",NA,5,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",130,"Material",129,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",131,"Property",130,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","1.5","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",132,"Medium",129,"",NA,NA,"",NA,"Class",68,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",133,"Medium",129,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",134,"Property",133,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","18","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",135,"Property",133,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","","18000000","=","dimensionless","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",136,"Property",133,"",NA,NA,"",NA,"Lactate Dehydrogenase measurement",NA,"Reported by Experimenter","Numeric","","","570","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",137,"Property",133,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","840","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",138,"Property",133,"",NA,NA,"",NA,"protein measurement",NA,"Reported by Experimenter","Numeric","","","280","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",139,"Instance",82,"",NA,5,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",140,"Material",139,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",141,"Property",140,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","6","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",142,"Medium",139,"",NA,NA,"",NA,"Class",85,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",143,"Medium",139,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",144,"Property",143,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","28","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",145,"Property",143,"",NA,NA,"",NA,"macrophage count",NA,"Reported by Experimenter","Numeric","","","43000000","=","dimensionless","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",146,"Property",143,"",NA,NA,"",NA,"Lactate Dehydrogenase measurement",NA,"Reported by Experimenter","Numeric","","","1200","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",147,"Property",143,"",NA,NA,"",NA,"Collagen",NA,"Reported by Experimenter","Numeric","","","1700","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",148,"Property",143,"",NA,NA,"",NA,"protein measurement",NA,"Reported by Experimenter","Numeric","","","530","=","percent","","","","","[]","[""322""]","[]",NA,NA
"10.1093/toxsci/kfp247",149,"Instance",99,"",NA,4,"Week ",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1093/toxsci/kfp247",150,"Material",149,"",NA,NA,"",NA,"Core component",NA,"Made by Experimenter","Text ","Multi-walled carbon nanotube","","","","","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",151,"Property",150,"",NA,NA,"",NA,"Concentration",NA,"Reported by Experimenter","Numeric","","","0","=","milligram per cubic meter","","","","","[]","[""320""]","[]",NA,NA
"10.1093/toxsci/kfp247",152,"Medium",149,"",NA,NA,"",NA,"Class",17,"Reported by Supplier","Text ","Mammal","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",153,"Medium",149,"",NA,NA,"",NA,"Body Substance",NA,"Reported by Supplier","Text ","Bronchoalveolar lavage","","","","","","","","","[]","[""321""]","[]",NA,NA
"10.1093/toxsci/kfp247",154,"Property",153,"",NA,NA,"",NA,"Polymorphonuclear leukocyte",NA,"Reported by Experimenter","Numeric","","","0","=","percent","","","","","[]","[""322""]","[]",NA,NA
